Lemma	POS	Description
leuis1	24	 Léger
leuis2	24	 Lisse;également forme LAEVIS
leuisomnus2	21	
leuitas1	13	 La Légèreté
leuitas2	13	 Le Poli
leuiter	60	
leuo1	51	 Elever (pas de Sous-lemme)
leuo2	51	 Polir
leuor	13	
lex	13	
liaculum	12	
libamen	13	
libamentum	12	
libarius	12	
libella	11	
libellus	12	
libens	25	 = VOLENS
libenter	60	
liber1	12	
liber2	21	
Liber	12	
Libera	11	
liberalis	24	
liberalitas	13	
liberaliter	60	
liberatio	13	
liberator	13	
libere	60	
liberi	12	
libero	51	
liberta	11	
libertas	13	
libertina	11	
libertinus1	12	
libertinus2	21	 = AD LIBERTVM PERTINENS
libertus	12	
libet	52	
libidinose	60	
libidinosus	21	
libido	13	
libita	12	
libitinarius	12	
libo	51	
libra	11	
libramentum	12	
libraria	11	
librarium	12	 Bibliothèque
librarius1	12	 = EST QUI LIBROS MANU SUA DESCRIBIT
librarius2	12	 = EST QUI PRAEFICITUR PARTIENDIS PENSIS
librarius3	21	 = AD LIBROS PERTINENS
librarius4	21	 = AD LIBRAM PERTINENS
libratio	13	
librator	13	
librile	13	
libro	51	
libum	12	
liburna	11	
liburnica	11	
licens	25	
licenter	60	
licentia	11	
liceo	52	
liceor	5K	
licet1	52	
licet2	60	
licet3	82	
lichanos	17	
Licinius	12	
licio	55	 (Uniquement en Composition)
licitatio	13	
licitus	21	
licium	12	
lictor	13	
lido	53	 (Uniquement en Composition)
lien	13	
lienosus	21	
ligamen	13	
ligamentum	12	
ligellum	12	
lignatio	13	
lignator	13	
ligneus	21	
lignor	5J	
lignum	12	
ligo1	13	
ligo2	51	
ligo3	53	 (Uniquement en Composition)
ligula	11	
ligur_C	13	
Ligur	25	
Ligures	13	
ligurrio	54	
ligurritor	13	
ligustrum	12	
lilium	12	
Lilybaetanus	21	
Lilybaeum	17	
lima	11	
limatura	11	
limatus	21	
limbus	12	
limen	13	
limes	13	
limne	17	
limo	51	
limosus	21	
limpidus	21	
limus1	12	 La Boue
limus2	12	 =SPECIES CINGVLI
limus3	21	
linea	11	
lineamentum	12	
lineatio	13	
lineo	51	
lineus	21	
lingo	53	
lingua	11	
linguarium	12	
lingula	11	
lingulatus	21	
liniger	21	
linio	54	
lino	53	
linquo	53	
linteatus	21	
linter	13	
linteum	12	
linteus	21	
linum	12	
Liparenses	13	
Liparensis	24	
lippio	54	
lippitudo	13	
lippus	21	
liquefacio	55	
liquefio	56	
liqueo	52	
liquesco	53	 (pas de Parfait)
liquido	60	
liquidum1	12	 =AQVA, HVMOR (Sg.)
liquidum2	60	
liquidus	21	
liquor1	13	
liquor2	5L	
lis	13	
litigans	13	 =LITIGATOR
litigator	13	
litigiosus	21	
litigo	51	
lito	51	
litoralis	24	
litoreus	21	
littera	11	
litterarius	21	
litterator	13	
litteratura	11	
litteratus	21	
litterula	11	
litura	11	
litus	13	
lituus	12	
liuens	25	 =LIVIDVS; INVIDIOSVS
liueo	52	 (pas de Parfait)
liuesco	53	 (pas de Parfait)
Liuia	11	
liuidulus	21	
liuidus	21	
Liuius	12	
liuor	13	
lixa1	11	 Valet d'armée
lixiuus	21	
localis	24	
locatio	13	
locator	13	
loco	51	
Locrenses	13	
loculamentum	12	
loculus	12	
locuples	25	
locupleto	51	
locus	12	 (Sg. et formes LOCI, LOCOS)
locusta	11	
locutio	13	
lodix	13	
logeion	17	
logos	17	
loligo	13	
lolium	12	
Lollius	12	
longaeuus	21	
longe	60	
longinquitas	13	
longinquum1	12	 =LOCA REMOTA (Pl.);Dans les locutions avec Prép. (Sg.)
longinquum2	60	
longinquus	21	
longitudo	13	
Longula	11	
longum1	12	
longum2	60	
longurius	12	
longus	21	
loquaciter	60	
loquaculus	21	
loquax	25	
loquela	11	
loquor	5L	
lora	11	
loreus	21	
lorica	11	
loricatio	13	
loricatus	21	
lorico	51	 (pas de Sous-lemme LORICATVS)
loricula	11	
loripes	13	
lorum	12	
lotio	13	
lotium	12	
lotos	17	
lubrico	51	
lubricum	12	 Endroit glissant(Sg.);Dans les locutions avec Prép.(Sg.)
lubricus	21	
luca	11	
lucar	13	
Lucceius	12	
lucellum	12	
lucens	25	
luceo	52	
Luceres	13	
lucerna	11	
lucesco	53	
lucide	6&	
lucidum	60	
lucidus	21	
lucifer1	12	 = STELLA VENERIS
lucifer2	21	
Lucifer	12	
lucifuga	11	
lucifugus	21	
Lucilius	12	
Lucius	12	
Lucretia	11	
Lucretius	12	
lucrifico	51	
Lucrinus	21	
lucror	5J	
lucrosus	21	
lucrum	12	
lucta	11	
luctatio	13	
luctator	13	
luctifer	21	
luctificabilis	23	
luctificus	21	
luctor	5J	
luctuosus	21	
luctus	14	
lucubratio	13	
lucubro	51	
luculentus	21	
Lucullus	12	
Lucumo	13	
lucus	12	
ludia	11	
ludibrium	12	
ludibundus	21	
ludicer	21	
ludicrum	12	 =RES LVDICRA (Sg.,Pl.)
ludicrus	21	
ludificatio	13	
ludifico	51	
ludificor	5J	
ludius	12	
ludo	53	
ludus	12	
luela	11	
lues	13	
lugeo	52	
lugubre	60	
lugubria	13	 =VESTES, INSIGNIA LVCTVS
lugubris	24	
lumbricus	12	
lumbus	12	
lumen	13	
luminare	12	
lumino	51	
luminosus	21	
luna	11	
lunaris	24	
lunatus	21	
luno	51	
luo	53	
lupa	11	
lupanar	13	
lupata	12	
lupatus	21	
Lupercal	13	
lupinarius	21	
lupinum	12	
lupinus1	12	
lupinus2	21	
lupus	12	
luridus	21	
luror	13	
luscinia	11	
luscinius	12	
luscitio	13	
luscitiosus	21	
luscus	21	
lusor	13	
lusoriae	11	 (Sous-entendu NAVES)
lusorium	12	 =LOCVS VBILVDVS GLADIATORIVS EXHIBETVR
lusorius	21	
lustralis	24	
lustratio	13	
lustro1	13	
lustro2	51	
lustrum1	12	 =LOCVS LVTOSVS
lustrum2	12	 =EXPIATIO
lusus	14	
lutamentum	12	
Lutatius	12	
luteolus	21	
luteum	12	 =COLOR LVTEVS
luteus1	21	 De Boue
luteus2	21	 Jaune
luto1	51	
lutosus	21	
lutron	17	
lutulentus	21	
lutum1	12	 La Boue
lutum2	12	 La Couleur jaune
lux	13	
luxo	51	
luxum	12	
luxuria	11	
luxuries	15	
luxurio	51	
luxurior	5J	
luxuriose	60	
luxuriosus	21	
luxus1	14	 La Débauche
luxus2	14	 La Luxation
luxus3	21	
Lycaeus	21	
lychnobius	12	
lychnus	12	
Lycia	11	
Lycii	12	
lyciscus	12	
lympha	11	
lymphaticus1	12	
lymphaticus2	21	
lymphatus1	14	
lymphatus2	21	
lympho	51	
lynx	17	
lyra	11	
lyrici	12	 =LYRICI VERSVS
lyricus	21	
Lysimachus	12	
lysis	13	
Lyso	17	
Macedones	17	
Macedonia	11	
Macedonicus	21	
macellum	12	
macer	21	
maceratio	13	
maceresco	53	
maceria	11	
macero	51	
machaera	11	
machina	11	
machinamentum	12	
machinatio	13	
machinator	13	
machinatrix	13	
machinor	5J	
macies	15	
macresco	53	
macritas	13	
Macro	13	
mactabilis	24	
mactator	13	
mactatus	14	
macte	90	
macto	51	
mactus	21	
macula	11	
maculo	51	
maculosus	21	
madefacio	55	
madefio	56	
madeo	52	
madesco	53	 (pas de Parfait)
madidus	21	
Maecenas	13	
Maecilius	12	
maena	11	
maenas	17	
maerens	25	 =MAESTVS
maereo	52	
maeror	13	
maestitia	11	
maestus	21	
Maeuius	12	
maga	11	
magalia	13	
mage	6&	
magicus	21	
magis1	13	
magis2	6&	
magister	12	
magisterium	12	
magistra	11	
magistratus	14	
Magius	12	
magnanimitas	13	
magnanimus	21	
magnas	13	
magnes	17	
magneticus	21	
magnifice	60	 (pas de degrés de Comparaison)
magnificens	25	
magnificenter	60	
magnificentia	11	
magnifico	51	
magnificus	21	
magniloquus	21	
magnitudo	13	
magnopere	60	 (forme en 1 ou 2 mots)
magnum1	12	
magnum2	60	
magnus	21	
Magnus	21	
Magnus	12	
magus1	12	 Le Magicien
magus2	21	 =MAGICVS
maiestas	13	
maiores	13	
Maius	21	
maiusculus	21	
mala	11	
malacia	11	
malaxo	51	
male	60	
maledicens	25	 =MALEDICVS (forme en 1 ou 2 mots)
maledico2	53	 (forme en 1 ou 2 mots)
maledictum	12	 =PROBRVM, CONTVMELIA (forme en 1 ou 2 mots)
maledicus	21	
malefacio	55	 (forme en 1 ou 2 mots)
malefactum	12	 =MALA ACTIO (forme en 1 ou 2 mots)
maleficium	12	
maleficus	21	
malesuadus	21	
maleuolentia	11	
maleuolus	21	
mali	12	 (Sous-entendu HOMINES)
maligne	60	
malignitas	13	
malignus	21	
malitia	11	
Malitiosa	11	
malitiose	60	
malleolus	12	
Malleolus	12	
malleus	12	
mallus	12	
malo	56	
malobathron	17	
malua	11	
malum1	12	 Le Mal
malum2	12	 La Pomme
malum3	90	
malus1	12	 Le Mat
malus2	12	 Le Pommier
malus3	21	
Mamertini	12	
Mamertinus	21	
Mamilius	12	
mamilla	11	
mamma	11	
mammosus	21	
manabilis	24	
manaeus	21	
manceps	13	
mancipium	12	
mancipo	51	
mancus	21	
mandatum	12	 Lemme spécial dans Forcellini
mandatus	14	
mandela	11	
mando1	13	
mando2	51	
mando3	53	
mandra	11	
manduco1	13	
manduco2	51	
mane1	16	
mane2	60	
maneo	52	
manes	13	
mango	13	
manica	11	
manicatus	21	
maniculus	12	
manifeste	60	
manifesto1	51	
manifesto2	60	
manifestus	21	 (pas de Sous-lemme)
Manilius	12	
manipularis	24	 (pas de Sous-lemme)
manipulus	12	
Manius	12	
Manlius	12	
mannus	12	
mano	51	
mansito	51	
mansuefacio	55	
mansuefio	56	
mansues	22	
mansuesco	53	
mansuete	60	
mansuetudo	13	
mansuetus	21	
mantele	13	
mantica	11	
manualis	24	
manubiae	11	
manubrium	12	
manucla	11	
manuleatus	21	
manumissio	13	
manumitto	53	 (forme en 1 ou 2 mots)
manupretiosus	21	
manupretium	12	
manus1	14	
manus2	21	
mapalia	13	
mappa	11	
marathus	12	
Marcellia	12	
Marcellinus	12	
Marcellus	12	
marcens	25	 =PVTRESCENTI SIMILIS
marceo	52	
marcesco	53	 (pas de Parfait)
Marcia	11	
marcidus	21	
Marcius	12	
marcor	13	
Marcus	12	
mare	13	
margarita	11	
margaritum	12	
margo	13	
marinus	21	
marisca	11	
marita	11	
maritalis	24	
maritimi	12	
maritimus	21	
marito	51	
maritus1	12	
maritus2	21	
Marius	12	
marmor	13	
marmorarius1	12	
marmorarius2	21	
marmoreus	21	
marra	11	
Mars	13	
martialis	24	
Martius	21	
Martius	12	
mas	13	
masculinus	21	
masculus	21	
Masinissa	11	
massa	11	
Massilia	11	
matara	11	
matella	11	
matellio	13	
mateola	11	
mater	13	
Mater	13	
matercula	11	
materia	11	
materialis	24	
materiatio	13	
materiatura	11	
materies	15	
materinus	21	
materio	51	
materior	5J	
maternus	21	
matertera	11	
mathematica	17	
mathematicus1	12	
mathematicus2	21	
matrimonium	12	
matrimus	21	
Matrinius	12	
matrona	11	
matronalia	13	 =FESTA A MATRONIS CELEBRATA
matronalis	24	
mature	60	
maturesco	53	
maturitas	13	
maturo	51	
maturus	21	
matutinum	12	 (Sous-entendu TEMPVS)
matutinus	21	
Mauretania	11	
maxilla	11	
maximitas	13	
maximum	6-	
Maximus	12	
mazonomus	12	
meatus	14	
mechanicos	60	
Medea	11	
medens	13	 =MEDICVS
medeor	5K	
medianus	21	
mediastinus	12	
medica1	11	 La Sage-Femme
medica2	11	 La Luzerne
medicabilis	24	
medicamen	13	
medicamentosus	21	
medicamentum	12	
medicatus1	14	
medicatus2	21	 =AD MEDENDVM APTVS
medicina	11	
medico	51	
medicor	5J	
medicus1	12	
medicus2	21	
Medicus	21	
medietas	13	
medimnum	12	
medio	51	
mediocriculus	21	
mediocris	24	 (pas de Sous-lemme)
mediocritas	13	
mediocriter	60	
medipontus	12	
meditamentum	12	
meditate	60	
meditatio	13	
mediterraneum	12	 =LOCUS MEDITERRANEUS
mediterraneus	21	
meditor	5J	
medium	12	 =LOCVS MEDIVS (Sg.,Pl.)
medius	21	
mediusfidius	90	 (forme en 1 ou 3 mots)
medulla	11	
Medullia	11	
medusa	11	
megalensis	24	
megalographia	11	
Megaris	17	
megistanes	17	
mehercule	90	
mei	42	 =PROPINQVI
meio	53	
mel	13	
Mela	11	
melanthium	12	
melichros	17	
melicus1	12	 =POETA LYRICVS
melicus2	21	
melimelum	12	
melioro	51	
melisphyllum	12	
Melita	17	
Melitenses	13	
Melitensia	13	
Melitensis	24	
meliusculus	21	
mellitus	21	
melographia	11	
melos	17	
membrana	11	
membratim	60	
membratura	11	
membrum	12	
memini	53	
memor	26	
memorabilis	24	
memorandus	21	 =MEMORABILIS
memorator	13	
memoria	11	
memoriter	60	
memoro	51	
Menaeni	12	
Menaenus	21	
menda	11	
mendacium	12	
mendax	25	
mendicatio	13	
mendice	60	
mendicitas	13	
mendico	51	
mendicus	21	
mendo	51	 (Uniquement en Composition)
mendose	60	
mendosus	21	
mendum	12	
Menenianus	21	
Menenius	12	
Meniscus	12	
mens	13	
mensa	11	
mensis	13	
mensor	13	
menstrua	12	 Les Menstrues
menstrualis	24	
menstruum	12	 Le Sacrifice mensuel
menstruus	21	
mensura	11	
menta	11	
mentio1	13	
mentio2	54	 (Usité seulement au PARTICIPE)
mentior	5M	 (pas de Sous-lemme)
Mentor	13	
mentula	11	
mentum	12	
meo	51	
mephitis	13	
merace	6&	
meracus	21	
mercabilis	24	
mercator	13	
mercatura	11	
mercatus	14	
mercedula	11	
mercenarius1	12	 =HOMO LIBER CONDVCTICIVS
mercenarius2	21	
merces	13	
mercimonium	12	
mercor	5J	 (pas de Sous-lemme)
mercurialis	21	
Mercurius	12	
merda	11	
merens	25	 (Même sens que MERITVS)
mereo	52	
mereor	5K	
meretricius	21	
meretricula	11	
meretrix	13	
mereus	12	
merga	11	
merges	13	
mergo	53	 (pas de Sous-lemme)
mergus	12	
meridiano	60	
meridianum	12	 =MERIDIANA PARS (Sg.,Pl.)
meridianus	21	
meridies	15	
meridio	51	
merito1	51	
merito2	60	
meritorium	12	
meritorius	21	
meritum	12	 Lemme spécial dans Forcellini
meritus	21	 =QVI BENEFICIVM CONTVLIT (personnes) ;DIGNVS, CONVENIENS (choses)
merops	13	
meros	17	
merso	51	
merula	11	
merum	12	 (Sous-entendu VINVM)
merus	21	
merx	13	
mesauloe	17	
mese	17	
Mesia	11	
mesolabium	12	
mesos	27	
Messala	11	
Messana	11	
messis	13	
messor	13	
meta	11	
metallum	12	
Metapontum	12	
metaxa	11	
Metellus	12	
methodus	17	
Metilius	12	
metior	5M	 (pas de Sous-lemme)
meto1	51	 (rare)
meto2	53	
metopa	17	
metor	5J	
metreta	11	
Metrodorus	12	
Metropolis	17	
Metropolitae	17	
metrum	12	
Mettius	12	
metuens	25	 =TIMIDVS; QVIMETVIT (+ Génitif)
metuo	53	
metus	14	
meum	12	 =RES MEA (Sg.,Pl.)
meus	42	
Mezentius	12	
mia	11	
mica	11	
micans	25	 Brillant, Etincelant
mico	51	
micturio	54	
migratio	13	
migro	51	
miles	13	
Milesii	12	
Milesius	21	
Miletus	12	
milia	13	
miliarius	21	
militaris	24	 (pas de Sous-lemme)
militia	11	
milito1	13	
milito2	51	 (pas de Sous-lemme)
milium	12	
mille	31	
millesimus	32	
milliarium	12	
milliarius	21	
millies	36	
miluus	12	
Milyae	17	
mima	11	
mimice	60	
mimicus	21	
mimus	12	
mina	11	
minaciter	60	
minae	11	
minanter	60	
minax	25	
mineo	52	
Minerua	11	
mingo	53	
miniaceus	21	
minimum1	12	 =MINIMA PARS (Sg.,Pl.)
minimum2	6-	
miniscor	5L	 (Uniquement en Composition)
minister1	12	
minister2	21	 (rare)
ministerium	12	
ministra	11	
ministratio	13	
ministrator	13	
ministro	51	
minitabundus	21	
minitor	5J	
minium	12	
minor	5J	 (pas de Sous-lemme)
Minucius	21	
Minucius	12	
minuo	53	
minus	12	
minusculus	21	
minutal	13	
minutatim	60	
minute	60	
minutia	11	
minutim	60	
minutum	12	 =PARTICVLA
minutus1	12	 (Sous-entendu DENARIVS)
minutus2	21	 Petit, Délié
mirabile	60	
mirabilis	24	
mirabundus	21	
miraculum	12	
mirande	60	
mirandus	21	 =MIRABILIS
mirator	13	
miratrix	13	
mire	60	
mirifice	60	
mirificus	21	
mirmillo	13	
miror	5J	
mirum	12	 =RES MIRA (Sg.,Pl.)
mirus	21	
miscellanea	12	
miscellus	21	
misceo	52	
misellus	21	
miser	21	
miserabile	60	
miserabilis	24	
miserabiliter	60	
miserandus	21	 =MISERABILIS
miseratio	13	
misere	60	
misereo	52	
misereor	5K	
miseresco	53	 (pas de Parfait)
miseria	11	
misericordia	11	
misericors	25	
miseriter	60	
miseror	5J	
missile	13	 Le Projectile (Sg.,PL)
missilia	13	 Les Cadeaux
missilis	24	
missio	13	
missito	51	
missus	14	
mite	6&	
mitesco	53	
Mithridates	17	
mitigo	51	 (pas de Sous-lemme)
mitis	24	
mitra	11	
mitratus	21	
mitto	53	 (pas de Sous-lemme)
mitulus	12	
Mitylenae	11	
mixtim	60	
mixtio	13	
mixtura	11	 également forme MISTVRA
mixtus	21	 =COMMIXTVS, CONFVSVS
Mnasistratus	12	
mnemosynon	17	
mobilis	24	
mobilitas	13	
mobiliter	60	
mobilito	51	
moderabilis	24	
moderamen	13	
moderanter	60	
moderate	60	
moderatim	60	
moderatio	13	
moderator	13	
moderatrix	13	
moderatus	21	 =TEMPER AT VS, MODES TVS
moderor	5J	
modeste	60	
modestia	11	
modestus	21	 (pas de Sous-lemme)
modice	60	
modicus	21	 (pas de Sous-lemme MODICVM Subst.)
modificatio	13	
modiolus	12	
modium	12	
modius	12	
Modius	12	
modo1	60	
modo2	82	
modulatio	13	
modulator	13	
modulatus1	14	
modulatus2	21	 Harmonieux
modulor	5J	
modulus	12	
modus	12	
moecha	11	
moechor	5J	
moechus	12	
moenia	13	
mola	11	
molaris1	13	 (Sous-entendu LAPIS)
molaris2	24	
molarius	21	
moles	13	
moleste	60	
molestia	11	
molesto	51	
molestus	21	 (pas de Sous-lemme)
moletrina	11	
molile	13	
molimen	13	
molimentum	12	
molior	5M	
molitio	13	
molitor	13	
mollesco	53	
mollicellus	21	
molliculus	21	
mollimentum	12	
mollio	54	
mollis	24	 (pas de Sous-lemme MOLLE Subst.)
molliter	60	
mollitia	11	
mollities	15	
mollitudo	13	
molo	53	
momen	13	
momentum	12	
monacha	11	
monachus	12	
monas	17	
monasterium	12	
moneo	52	
moneta	11	
monetalis	24	
monile	13	
monimentum	12	
monitio	13	
monitor	13	
monitum	12	 Lemme spécial dans Forcellini
monitus	14	
monopteros	27	
monotriglyphus	27	
mons	13	
monstratio	13	
monstrator	13	
monstro	51	 (pas de Sous-lemme)
monstrum	12	
monstruosus	21	 (pas de Sous-lemme)
montani	12	
montanus	21	
montifer	21	
montiuagus	21	
montuosus	21	
monumentum	12	
mora	11	
moralis	24	 (pas de Sous-lemme)
moratio	13	
morator	13	
moratus	21	
morbidus	21	
morbosus	21	
morbus	12	
mordax	25	
mordeo	52	
mordicus	60	
moribundus	21	
morigeror	5J	
morigerus	21	
morior	5N	
moror1	5J	 dérivé de MORA
moror2	5J	 =FATVVM ESSE
morosus	21	
mors	13	
morsus	14	
mortalia	13	 =RES ET FACTA HOMINVM
mortalis1	13	 =HOMO
mortalis2	24	
mortalitas	13	
mortarium	12	
morticinus	21	
mortifer	21	
mortuus1	12	 Le Mort
mortuus2	21	 Mort (propre et Fig.)
morum	12	
morus	12	
mos	13	
motio	13	
motiuncula	11	
moto	51	
motus	14	
moueo	52	 (pas de Sous-lemme)
mox	60	
muceo	52	
Mucia	12	
mucidus	21	
Mucius	21	
Mucius	12	
mucro	13	
mucus	12	
mugilis	13	
Mugilla	11	
mugio	54	
mugitus	14	
mula	11	
mulceo	52	
mulco	51	
mulctra	11	
mulctrarium	12	
mulctrum	12	
mulgeo	52	
muliebria	13	
muliebris	24	
Muliebris	24	
muliebriter	60	
mulier	13	
mulierarius1	12	
mulierarius2	21	
muliercula	11	
mulinus	21	
mulio	13	
mulleus	21	
mullus	12	
mulsum	12	 (Sous-entendu VINVM)
mulsus	21	 =HABENS MELLIS SAPOREM;SVAVIS, DVLCIS (Fig.)
multa1	11	
multa2	60	 =MVLTVM
multangulus	21	
multatio	13	
multesimus	21	
multi	12	 (Sous-entendu HOMINES)
multicia	12	
multifacio	55	
multifariam	60	
multifidus	21	
multiformis	24	
multiforus	21	
multigenus	21	
multimodis	60	
multimodus	21	
multiplex	25	
multiplicatio	13	
multiplico	51	 (pas de Sous-lemme)
multito	51	
multitudo	13	
multiuagus	21	
multiuolus	21	
multo1	51	
multo2	60	
multum1	12	 La Grande quantité
multum2	60	
multus	21	
mulus	12	
Mummius	12	
munatius	12	
mundanus	21	
munde	60	
munditia	11	
mundities	15	
mundus1	12	
mundus2	21	
munero	51	
muneror	5J	
munia	16	
municeps	13	
municipalis	24	 (pas de Sous-lemme)
municipium	12	
munifice	60	
munificentia	11	
munifico	51	
munificus	21	
munimen	13	
munimentum	12	
munio1	13	
munio2	54	
munitio	13	
munitor	13	
munitus	21	 =SAEPTVS, FIRMAT VS, ARM AT VS (Notamment + Abl.)
munus	13	
munusculum	12	
muraena	11	
muralis	24	
Murcia	11	
Murena	11	
murex	13	
Murgantini	12	
Murgantinus	21	
muria	11	
muries	15	
murmur	13	
murmuratio	13	
murmuro	51	
murus	12	
mus	13	
musa	11	
musaeus	21	
musca	11	
muscarius	21	
muscipulum	12	
muscosus	21	
musculus	12	
muscus	12	
musica1	12	 = ARS MVSICA
musica2	17	
musicus1	12	 = Le Musicien
musicus2	21	
musimo	13	
musso	51	
mustaceum	12	
mustaceus	12	
mustarius	21	
mustela	11	
musteus	21	
Mustius	12	
mustum	12	 =VINVM NO VVM
mustus	21	
mutabilis	24	
mutabilitas	13	
mutatio	13	
mutilo	51	 (pas de Sous-lemme)
mutilus	21	
mutio	54	
muto1	13	
muto2	51	 (pas de Sous-lemme)
mutulus	12	
mutuo1	51	 (rare)
mutuo2	60	
mutuor	5J	
mutus	21	
mutuum	12	 =RES MVTVA
mutuus	21	
Mutycensis	24	
Myndus	12	
myoparo	17	
myrice	17	
Myro	17	
myrrha	11	
myrrheus	21	
myrrhina1	11	
myrrhina2	12	
myrta	11	
myrtetum	12	
myrteus	21	
myrtum	12	
myrtus	16	
mysta	11	
mystagogus	12	
mysterium	12	
mysticus	21	
Mytilenae	17	
nablia	16	
Naeuius	11	
Naeuius	12	
naeuus	12	
nam	81	
namque	81	
nanciscor	5L	
nanus	12	
naos	17	
narcissus	12	
nardum	12	
nardus	12	
naris	13	
narratio	13	
narro	51	
nascentia	11	
nascor	5L	
nasiterna	11	
nassa	11	
nasus	12	
nasute	60	
nasutus	21	
nata	11	 =FILIA
natales	13	 =CONDITIO GENERIS ;NOBILITAS VEL IGNOBILITAS
natalicius	21	
natalis1	13	 (Sous-entendu DIES)
natalis2	24	
natator	13	
nati	12	
natinor	5J	
natio1	13	 (dérivé de NASCOR)
natio2	13	 (dérivé de NO)
natis	13	
natiuus	21	
nato	51	
natrix	13	
natu	14	
natura	11	
naturalia	13	 =PVDENDA
naturalis	24	
naturaliter	60	
natus1	12	 =FILIVS;au P1.=FILII;LIBERI
natus2	21	 =NATVS ALICVI REI (AD OU IN ALIQVAM REM);NATVRA CONFORMATES;CONSTITVTVS (+ Adv.)
nauale	13	
naualia	13	 Les Chantiers navals ;=NAVIGIA
naualis	24	
nauarchus	12	
naue	60	
naufragium	12	
naufragus1	12	
naufragus2	21	
nauicula	11	
nauicularia	11	
nauicularius1	12	
nauicularius2	21	
nauifragus	21	
nauigabilis	24	
nauigans	13	 =NAVIGATOR
nauigatio	13	
nauiger	21	
nauigiolum	12	
nauigium	12	
nauigo	51	
nauis	13	
nauita	11	
nauiter	60	
Nauius	12	
naulum	12	
naumachia	11	
nauo	51	
Naupactus	17	 également forme N A VP ACTOS
nausea	11	
nauseabundus	21	
nauseator	13	
nauseo	51	 (pas de Sous-lemme)
nauta	11	
nautici	12	 Les Marins
nauticus	21	
Nautius	12	
nauus	21	
ne1	60	 Adv. d'Affirmation
ne2	67	
ne3	68	
ne4	82	
Neapolis	17	
nebula	11	
nebulo	13	
nebulosus	21	
nec1	68	
nec2	81	
necdum1	68	 (forme en 1 ou 2 mots)
necdum2	81	 (forme en 1 ou 2 mots)
necessaria	11	
necessario	60	
necessarius1	12	 =COGNATVS ; AFFINIS ;AMIC VS, FAMILIARIS
necessarius2	21	
necesse	26	
necessis	13	
necessitas	13	
necessitudo	13	
necne	69	 (forme en 1 ou 2 mots)
necnon	81	 (forme en 1 ou 2 mots)
neco	51	 (pas de Sous-lemme)
necopinans	25	 (forme en 1 ou 2 mots également NEQUE OPINANS)
necopinato	60	
necopinatus	21	
nectar	13	
necto	53	
necubi	82	
nedum1	60	
nedum2	82	
nefandus	21	 (pas de Sous-lemme)
nefarie	60	
nefarium	12	 =NEFARIVM SCELVS
nefarius	21	
nefas	16	
nefastum	12	
nefastus	21	 (pas de Sous-lemme)
negito	51	
neglectus1	14	
neglectus2	21	 =NEGLIGENS
negligens	25	 Lemme spécial dans Forcellini
negligenter	60	
negligentia	11	
negligo	53	
nego	51	
negotialis	24	
negotiatio	13	
negotiator	13	
negotior	5J	
negotiosus	21	
negotium	12	
nemo	48	
nemoralis	24	
nemoriuagus	21	
nemorosus	21	
nempe	60	
nemus	13	
nenia	11	
nenum	68	
neo	52	
nepos1	13	 Le Petit-fils
nepos2	13	 =PRODIGVS
nepotor	5J	
neptis	13	
Neptunus	12	
nequam1	16	 =MALVM
nequam2	26	
nequaquam	68	
neque	81	
nequeo	56	
nequiquam	60	
nequis	48	 (forme en 1 ou 2 mots)
nequiter	60	
nequitia	11	
nequities	15	
nequo	60	 (forme en 1 ou 2 mots)
Nero	13	
neruicus	21	
neruosus	21	
neruulus	12	
neruus	12	
nescio	54	
nescioqua	60	 (forme en 1 ou 2 mots)
nescioquantus	60	 (forme en 1 ou 2 mots)
nescioquis	48	 (forme en 1 ou 2 mots)
nescioquot	48	 (forme en 1 ou 2 mots)
nescius	21	
nestor	17	
nete	17	
Netini	12	
Netum	12	
neue1	81	
neue2	82	
neuter	48	
nex	13	
nexilis	24	
nexus	14	
ni1	68	
ni2	82	
Nicasio	17	
Nice	17	
niceterium	12	
Nico	13	
Nicomedes	17	
nicto	51	
nideo	52	 (Uniquement en Composition)
nidesco	53	 (Uniquement en Composition)
nidificus	21	
nidor	13	
nidus	12	
niger	21	
nigrans	25	
nigresco	53	
nigro	51	
nigror	13	
nihil	48	 également forme NIL
nihildum	60	
nihilominus	68	 (forme en 1 ou 2 mots)
nihilosetius	68	 (forme en 1 ou 2 mots)
nihilum	12	
Nilus	12	
nimbosus	21	
nimbus	12	
nimio	60	
nimiopere	60	 (forme en 1 ou 2 mots)
nimirum	60	
nimis	60	
nimium1	12	 =QVOD NIMIVM EST (Sg.)
nimium2	60	
nimius	21	
ningo	53	
ninguis	13	
nisi	82	
nisus	14	
nitens	25	 =SPLENDENS, NITIDVS
niteo	52	 (Parfait NITVI)
nitesco	53	 (Parfait NITVI)
nitidus	21	
nitor1	13	
nitor2	5L	
nitrosus	21	
nitrum	12	
niualis	24	
niuendialis	24	
niueus	21	
niuosus	21	
nix	13	
nixor	5J	
no	51	
nobilis1	13	
nobilis2	24	
nobilitas	13	
nobiliter	60	
nobilito	51	
nocens	25	 =NOXIVS, PERNICIOSVS, INVTILIS
noceo	52	
nocte	60	
noctiuagus	21	
noctu	60	
noctua	11	
nocturnus	21	
Nocturnus	12	
nodatio	13	
nodo	51	
nodosus	21	
nodus	12	
nolo	56	
nomen	13	
nomenclatio	13	
nomenclator	13	
nomenclatura	11	
